nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,NCIT
NCI-2014-02266,NCT02339740,A Phase III Study for Patients with Newly Diagnosed Acute Promyelocytic Leukemia (APL) Using Arsenic Trioxide and All-Trans Retinoic Acid,Inclusion,"INCLUSION
Treatment with hydroxyurea, corticosteroids (any route) and intrathecal cytarabine prior to beginning protocol directed therapy is allowed; however, it should be noted that lumbar puncture and intrathecal therapy at initial diagnosis of APL is not recommended
Patients may receive up to a maximum of 5 days of pre-treatment with ATRA prior to administration of protocol therapy
EXCLUSION
Patients who have received treatment with any other cytotoxic chemotherapy prior to beginning protocol therapy (other than allowed in above criteria) are excluded
",C16171 = NO OR (C16171 = YES AND (C560 = YES OR (C408 = YES AND C15750 = YES))) OR (C16124 = YES AND C900 = YES)
NCI-2014-02267,NCT02412670,A Prospective Phase II Trial of Neoadjuvant Systemic Chemotherapy Followed by Extirpative Surgery for Patients with High Grade Upper Tract Urothelial Carcinoma,Inclusion,Patients must have no prior radiation therapy to >= 25% of the bone marrow for prior systemic anthracycline therapy; prior intravesical anthracycline therapy for non-muscle invasive urothelial carcinoma of the bladder is permitted,(C15477= NO OR C15477= YES) AND (C16171 = NO OR C16171 = YES)
NCI-2014-02379,NCT02496208,A Phase 1 Study of Cabozantinib plus Nivolumab (CaboNivo) Alone or in Combination with Ipilimumab (CaboNivoIpi) in Patients with Advanced/Metastatic Urothelial Carcinoma and Other Genitourinary Tumors,Exclusion/INCLUSION,"EXCLUSION
Patients are excluded if they have a condition requiring systemic treatment with either corticosteroids (> 10 mg daily prednisone equivalents) or other immunosuppressive medications within 14 days of study drug administration; inhaled or topical steroids and adrenal replacement doses < 10 mg daily prednisone equivalents are permitted in the absence of active autoimmune disease; patients are permitted to use topical, ocular, intra-articular, intranasal, and inhalational corticosteroids (with minimal systemic absorption); physiologic replacement doses of systemic corticosteroids are permitted, even if < 10 mg/day prednisone equivalents; a brief course of corticosteroids for prophylaxis (e.g., contrast dye allergy) or for treatment of non-autoimmune conditions (e.g., delayed-type hypersensitivity reaction caused by contact allergen) is permitted
Patients who have been previously treated with met MET or vascular endothelial growth factor receptor (VEGFR) inhibitors (except for patients on renal cell cancer [RCC] cohort) are not eligible for the expansion cohorts but can enroll in the phase I portion
Other clinically significant disorders such as:
* Severe active infection requiring systemic treatment within 28 days before the first dose of study treatment
* Serious non-healing wound/ulcer/bone fracture within 28 days before the first dose of study treatment
* History of organ transplant
* Concurrent uncompensated hypothyroidism or thyroid dysfunction within 7 days before the first dose of study treatment (for asymptomatic patients with an elevated thyroid stimulating hormone [TSH], thyroid replacement may be initiated if clinically indicated without delaying the start of study treatment)
* History of major surgery as follows:
** Major surgery within 3 months of the first dose of cabozantinib; however, if there were no wound healing complications, patients with rapidly growing aggressive cancers, may start as soon as 6 weeks if wound has completely healed post-surgery
** Minor surgery within 1 month of the first dose of cabozantinib if there were no wound healing complications or within 3 months of the first dose of cabozantinib if there were wound complications excluding core biopsies and Mediport placement
* In addition, complete wound healing from prior surgery must be confirmed at least 28 days before the first dose of cabozantinib irrespective of the time from surgery
The subject requires chronic concomitant treatment of strong cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) inducers (e.g., dexamethasone, phenytoin, carbamazepine, rifampin, rifabutin, rifapentine, phenobarbital, and St. Johnâ€™s wort)
The subject requires concomitant treatment, in therapeutic doses, with anticoagulants such as warfarin or warfarin-related agents, thrombin or factor Xa inhibitors; aspirin (up to 325 mg/day), low-dose warfarin (=< 1 mg/day), prophylactic and therapeutic low molecular weight heparin (LMWH) are permitted
The subject has received prior treatment with a small molecule kinase inhibitor within 14 days or five half-lives of the compound or active metabolites, whichever is longer, before the first dose of study treatment
The subject has received radionuclide treatment within 6 weeks of the first dose of study treatment
The subject has received radiation therapy:
* To the thoracic cavity or abdomen within 3 months before the first dose of study treatment, or has ongoing complications, or is without complete recovery and healing from prior radiation therapy
* To bone or brain metastasis within 3 weeks before the first dose of study treatment
* To any other site(s) within 28 days before the first dose of study treatment
Prior treatment with any therapy on the programmed cell death 1 (PD-1)/PD-L1 axis or anti-cytotoxic T-lymphocyte-associated protein 4 (CTLA-4) inhibitors unless enrolling the urothelial carcinoma with previous checkpoint inhibition therapy expansion cohort
The subject has received cytotoxic chemotherapy (including investigational cytotoxic chemotherapy) or biologic agents (e.g., cytokines or antibodies) within 3 weeks, or nitrosoureas/mitomycin C within 6 weeks before the first dose of study treatment
INCLUSION
Patients must have failed at least one standard therapy or no standard treatment exists that has been shown to prolong survival; patients may have received any number of prior cytotoxic agents",(C16171 = NO OR C16171 = YES) AND (C16169 = NO OR C16169 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND (C15187 = NO OR C15187 = YES)) AND (C16124 = YES AND ((C49135 = NO OR C49135 = YES) AND C130200 = NO))
NCI-2014-02380,NCT02306161,"Randomized Phase 3 Trial Evaluating the Addition of the IGF-1R Monoclonal Antibody Ganitumab (AMG 479, NSC# 750008) to Multiagent Chemotherapy for Patients with Newly Diagnosed Metastatic Ewing Sarcoma",Exclusion,"Patients who have received prior chemotherapy or radiation therapy are not eligible
Patients receiving chronic pharmacologic doses of corticosteroids are not eligible; for the purposes of eligibility, chronic exposure is defined as anticipated exposure of > 3 weeks, including the sum of both pre-enrollment and anticipated post-enrollment dosing; patients on acute corticosteroid therapy (=< 3 weeks of total planned exposure) must still meet the normal blood glucose requirement; patients receiving chronic inhaled corticosteroids or chronic physiologic replacement doses of corticosteroids are eligible",C16171 = NO AND C15477= NO
NCI-2014-02403,NCT02428192,A Phase 2 Study of Nivolumab and Ipilimumab in Advanced Leiomyosarcoma of the Uterus,Exclusion/INCLUSION,"EXCLUSION
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events (AEs) due to agents administered more than 3 weeks earlier; patients who have had prior pelvic radiation may be at increased risk for bowel perforation, and therefore may not have residual inflammatory disease of the bowel or residual bowel toxicity based on baseline imaging and clinical assessment; palliative (limited-field) radiation therapy is permitted, if all of the following criteria are met:
* Repeat imaging demonstrates no new sites of bone metastases
* The lesion being considered for palliative radiation is not a target lesion
* Bowel toxicity is not expected from the target field due to increased risk of perforation
Patients should be excluded if they have a condition requiring systemic treatment with either corticosteroids (> 10 mg daily prednisone equivalents) or other immunosuppressive medications within 14 days of study drug administration; inhaled or topical steroids and adrenal replacement doses =< 10 mg daily prednisone equivalents are permitted in the absence of active autoimmune disease; patients are permitted to use topical, ocular, intra-articular, intranasal, and inhalational corticosteroids (with minimal systemic absorption); physiologic replacement doses of systemic corticosteroids are permitted, even if =< 10 mg/day prednisone equivalents; a brief course of corticosteroids for prophylaxis (e.g., contrast dye allergy) or for treatment of non-autoimmune conditions (e.g., delayed-type hypersensitivity reaction caused by contact allergen) is permitted
Patients are excluded if they have had prior treatment with an anti-PD-1, anti-PD-L1, anti-PD-ligand 2 (L2), anti-cytotoxic T-lymphocyte-associated protein 4 (CTLA-4) antibody, or any other antibody or drug specifically targeting T-cell co-stimulation or immune checkpoint pathways
Patients who are receiving any other investigational agents
INCLUSION
Patients with a requirement for steroid treatment or other immunosuppressive treatment: patients should be excluded if they have a condition requiring systemic treatment with either corticosteroids (> 10 mg daily prednisone equivalents) or other immunosuppressive medications within 14 days of study drug administration; inhaled or topical steroids and adrenal replacement doses > 10 mg daily prednisone equivalents are permitted in the absence of active autoimmune disease",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND (C143250 = NO AND  T-cell co-stimulator = NO))
NCI-2014-02405,NCT02438722,"A Randomized Phase II/III Trial of Afatinib plus Cetuximab versus Afatinib Alone in Treatment-Naive Patients with Advanced, EGFR Mutation Positive Non-small Cell Lung Cancer (NSCLC) (BI 1200.124)",Inclusion,"Patients must not have received any prior systemic anticancer therapy for advanced or metastatic disease including chemotherapy or EGFR tyrosine kinase inhibitor therapy (including gefitinib, erlotinib, afatinib, or any experimental EGFR tyrosine kinase inhibitors [TKI] agents); prior chemotherapy for non-metastatic disease (i.e. adjuvant therapy or concurrent chemo-radiotherapy) is allowed as long as > 12 months has passed since completion of therapy; adjuvant EGFR-directed therapy is not allowed; local therapy (i.e. palliative radiotherapy) is allowed as long as a period of 7 days has passed since the last dose was received and the patient has recovered from any associated toxicity at the time of registration",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND ((C2167 = NO OR (C2167= YES AND C15675 = NO AND C19151 = NO)))
NCI-2014-02410,NCT02323880,"A Phase 1 Study of Selinexor (KPT-330), a Selective XPO1 Inhibitor, in Recurrent and Refractory Pediatric Solid Tumors, including CNS Tumors",Exclusion/INCLUSION,"EXCLUSION
Concomitant medications
* Corticosteroids: Patients receiving corticosteroids who have not been on a stable or decreasing dose of corticosteroid for at least 7 days prior to enrollment are not eligible; if used to modify immune adverse events related to prior therapy, >= 14 days must have elapsed since last dose of corticosteroid 
* Investigational drugs: Patients who are currently receiving another investigational drug are not eligible
* Anti-cancer agents: Patients who are currently receiving other anti-cancer agents are not eligible
Patients who have received a prior solid organ transplantation are not eligible
INCLUSION
Patients must have fully recovered from the acute toxic effects of all prior anti-cancer therapy and must meet the following minimum duration from prior anti-cancer directed therapy prior to enrollment; if after the required timeframe, the numerical eligibility criteria are met, e.g. blood count criteria, the patient is considered to have recovered adequately
* Myelosuppressive chemotherapy: At least 21 days after the last dose of myelosuppressive chemotherapy (42 days if prior nitrosourea)
* Hematopoietic growth factors: At least 14 days after the last dose of a long-acting growth factor (e.g. Neulasta) or 7 days for short-acting growth factor; for agents that have known adverse events occurring beyond 7 days after administration, this period must be extended beyond the time during which adverse events are known to occur; the duration of this interval must be discussed with the study chair
* Biologic (anti-neoplastic agent): At least 7 days after the last dose of a biologic agent; for agents that have known adverse events occurring beyond 7 days after administration, this period must be extended beyond the time during which adverse events are known to occur; the duration of this interval must be discussed with the study chair
* Immunotherapy: At least 42 days after the completion of any type of immunotherapy, e.g. tumor vaccines
* Antibodies: >= 21 days must have elapsed from infusion of last dose of antibody, and toxicity related to prior antibody therapy must be recovered to grade =< 1
* Corticosteroids: If used to modify immune adverse events related to prior therapy, >= 14 days must have elapsed since last dose of corticosteroid
* External beam radiation therapy (XRT): At least 14 days after local palliative XRT (small port); at least 150 days must have elapsed if prior total body irradiation (TBI), craniospinal XRT or if >= 50% radiation of pelvis; at least 42 days must have elapsed if other substantial bone marrow (BM) radiation
* Stem cell infusion without TBI: No evidence of active graft vs. host disease and at least 56 days must have elapsed after transplant or stem cell infusion
* Patients must not have received prior exposure to selinexor",C130200 = NO AND C16124 = YES AND (C16124 = YES AND C102546= NO)
NCI-2014-02413,NCT02063828,Reducing Lung Cancer Survivors' Anxiety (RELAX),Inclusion/EXCLUSION,"INCLUSON 
2-24 months post-completion of surgery, radiation therapy and/or chemotherapy with no further planned treatment during the 12-week study
EXCLUSION
Radiation pneumonitis currently being treated with oral steroids",C16169 = YES OR C15477= YES OR C16171 = YES 
NCI-2014-02424,NCT02498600,"Phase II Randomized Trial of Nivolumab with or without Ipilimumab in Patients with Persistent or Recurrent Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",Exclusion/INCLUSION,"Patients who have received prior chemotherapy for any abdominal or pelvic tumor OTHER THAN for the treatment of ovarian, fallopian tube, or primary peritoneal cancer within the last three years are excluded; patients may have received prior adjuvant chemotherapy and radiotherapy for localized breast cancer, provided that it was completed more than 2 years prior to registration, and the patient remains free of recurrent or metastatic disease and hormonal therapy has been discontinued; patients who have received prior radiotherapy to any portion of the abdominal cavity or pelvis or thoracic cavity within the last three years are excluded; prior radiation for localized cancer of the head and neck or skin is permitted, provided that it was completed more than three years prior to registration, and the patient remains free of recurrent or metastatic disease
Patients who have had prior therapy with nivolumab or with an anti-programmed cell death (PD)-1, anti-PD-ligand (L)1, anti-PD-L2, anti-cytotoxic T-lymphocyte-antigen (CTLA)-4 antibody, or any other antibody or drug specifically targeting T-cell co-stimulation or immune check point pathways
The following medications are contraindicated or must be used with caution
* Contraindicated:
** Cytochrome P450, family 2, subfamily C, polypeptide 8 (CYP2C8) strong and moderate inhibitors
** CYP2C8 inducers
** Cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) strong and moderate inhibitors
** CYP3A4 inducers
** CYP3A4 sensitive substrates
* Exclusions: the following supportive care medications will be allowed: dexamethasone, aprepitant, fosaprepitant, and ondansetron; oral pain medications such as hydrocodone, oxycodone taken on an as needed basis are also permitted; transdermal products designed for systemic delivery must be assessed for interaction potential; topical products not designed to provide systemic delivery (including inhaled products, ophthalmologic products and transvaginal preparations) do not need to be considered since they do not have appreciable systemic absorption
* Other contraindicated medications (per above) are not allowed unless close monitoring with labs or drug levels with dose adjustments is feasible; patients taking these concurrent medications are ineligible unless they can discontinue or switched to alternative medications prior to initiation of the study drug (at least 5 half-lives)
* Use with caution:
** CYP2C8 sensitive substrates
** CYP2C8 weak inhibitors
** CYP3A4 non-sensitive substrates
** CYP3A4 weak inhibitors
* These agents may be permitted if discontinuation is not feasible and no acceptable alternatives are available as determined by the treating physician; however, caution should be used; consider monitoring with labs or drug levels and dose adjustments of the medication
No prior carboplatin unless given in neoadjuvant/adjuvant setting for curative intent and more than 6 months have elapsed since last carboplatin dose; in the case of relapsed ovarian cancer, patients are eligible if more than 6 months have elapsed since last carboplatin dose
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) or targeted therapies within 2 weeks prior to entering the study or those who have not recovered (=< grade 1) from adverse events due to agents administered with the exception of any grade of alopecia
INCLUSION
Patients are allowed to have received up to three prior cytotoxic regimens for treatment of their epithelial ovarian, fallopian tube, or primary peritoneal cancer; they must have had one prior platinum-based chemotherapeutic regimen for management of primary disease, possibly including intra-peritoneal therapy, consolidation, biologic/targeted (non-cytotoxic) agents or extended therapy (maintenance/consolidation) administered after surgical or non-surgical assessment; patients are allowed to have received, but are not required to have received, one to two cytotoxic regimens for management of recurrent or persistent disease; (for the purposes of this study poly adenosine diphosphate [ADP] ribose polymerase [PARP] inhibitors given for recurrent or progressive disease will be considered cytotoxic; PARP inhibitors given as maintenance therapy in continuation with management of primary disease will not be considered as a separate cytotoxic regimen); if two cytotoxic regimens had been received for management of recurrent or persistent disease, one of these regimens would have had to contain either a platinum or a taxane agent
Appropriate for study entry based on the following diagnostic workup:
* History/physical examination within 28 days prior to registration
* Imaging of target lesion(s) within 28 days prior to registration
* Further protocol-specific assessments:
** Recovery from effects of recent surgery, radiotherapy or chemotherapy
** Free of active infection requiring antibiotics (with the exception of uncomplicated urinary tract infection [UTI])
** Any hormonal therapy directed at the malignant tumor must be discontinued at least one week prior to registration
** Any other prior therapy directed at the malignant tumor including chemotherapy, targeted agents, immunologic agents, and any investigational agents, must be discontinued at least 4 weeks prior to registration (6 weeks for nitrosoureas or mitomycin C) 
** Any prior radiation therapy must be completed at least 4 weeks prior to registration
** At least 4 weeks must have elapsed since major surgery
Patients must have at least one â€œtargetâ€ lesion to be used to assess response on this protocol as defined by RECIST 1.1; tumors within a previously irradiated field will be designated as â€œnon-targetâ€ lesions unless progression is documented or a biopsy is obtained to confirm persistence at least 90 days following completion of radiation therapy",(C15477= YES OR C16171 = YES OR C16175 = YES OR C16169 = YES) AND (C16124 = YES AND (C143250 = NO AND  T-cell co-stimulator = NO AND C111374 = NO AND CYP3A4 sensitive substrate = NO AND CYP2C8 inducer= NO)
NCI-2014-02672,NCT02337517,Pilot Study for the Treatment of Steroid-Refractory Sclerodermatous Chronic Graft-Versus-Host Disease (GVHD) with GDC-0449 (GDC-0449),Exclusion/INCLUSION,"EXCLUSION
More than 2 lines of therapy beyond corticosteroids with or without calcineurin inhibitors or sirolimus
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier
INCLUSION
Patients with chronic GVHD diagnosed within 3 years after hematopoietic stem cell transplant (HSCT) for any disease, with any graft, and any conditioning regimen with at least one manifestation secondary to fibrosis, including: sclerodermatous skin changes, dry mouth, dry eye, esophageal strictures, or vaginal GVHD",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND C126836 = YES
NCI-2014-02674,NCT02339571,Randomized Phase II/III Study of Nivolumab plus Ipilimumab plus Sargramostim versus Nivolumab plus Ipilimumab in Patients with Unresectable Stage III or Stage IV Melanoma,Inclusion,"Patients may have had prior systemic therapy in the adjuvant setting (e.g. interferon, BRAF, or mitogen-activated protein kinase [MEK] agents); patients may have had prior anti-cytotoxic T-lymphocyte antigen 4 (CTLA-4) in the adjuvant setting, if at least one year from last dose of treatment has passed prior to beginning treatment; patients may not have had any prior programmed cell death (PD)-1/PD-ligand (PD-L)1 agent in the adjuvant setting
Patients must have discontinued chemotherapy, immunotherapy or other investigational agents used in the adjuvant setting >= 4 weeks prior to randomization and recovered from adverse events due to those agents; mitomycin and nitrosoureas must have been discontinued at least 6 weeks prior to entering the study; patients must have discontinued radiation therapy >= 2 weeks prior to entering the study and recovered from any adverse events associated with treatment; prior surgery must be >= 4 weeks from randomization and patients must be fully recovered from post-surgical complications
Patients must not receive any other investigational agents while on study or within four weeks prior to randomization
Patients are excluded for receiving any non-oncology vaccine therapy used for prevention of infectious diseases for up to four weeks (28 days) prior to or after any dose of ipilimumab; NOTE: Patients are permitted to receive the seasonal influenza vaccine; if seasonal influenza vaccine is considered, killed vaccines should be recommended
Patients must not have autoimmune disorders or conditions of immunosuppression that require current ongoing treatment with systemic corticosteroids (or other systemic immunosuppressants), including oral steroids (e.g., prednisone, dexamethasone) or continuous use of topical steroid creams or ointments or ophthalmologic steroids; a history of occasional (but not continuous) use of steroid inhalers is allowed; replacement doses of steroids for patients with adrenal insufficiency are allowed; patients who discontinue use of these classes of medication for at least 2 weeks prior to randomization are eligible if, in the judgment of the treating physician investigator, the patient is not likely to require resumption of treatment with these classes of drugs during the study",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16168 = NO OR C16168 = YES) OR (C16124 = YES AND (C49135 = NO OR C49135 = YES) AND (PD-L1 Inhibitor = NO OR (PD-L1 Inhibitor = YES AND C15675 = NO)) AND (C124946 = NO OR (C124946= YES AND C15675 = NO)))
NCI-2015-00030,NCT02360215,A Randomized Phase III Trial of Memantine and Whole-Brain Radiotherapy With or Without Hippocampal Avoidance in Patients with Brain Metastases,Exclusion,"EXCLUSION
Planned cytotoxic chemotherapy during the WBRT only; patients may have had prior chemotherapy
Prior external beam radiation therapy to the brain or whole brain radiation therapy
Intractable seizures while on adequate anticonvulsant therapyâ€”more than 1 seizure per month for the past 2 months
Prior allergic reaction to memantine (memantine hydrochloride)
INCLUSION
Patients may have had prior therapy for brain metastasis, including radiosurgery and surgical resection; patients must have completed prior therapy by at least 14 days prior to Step 2 for surgical resection and 7 days for radiosurgery
Brain metastases outside a 5-mm margin around either hippocampus must be visible on contrast-enhanced magnetic resonance imaging (MRI) performed =< 21 days prior to Step 1 registration; an allowed exception, regarding ability to image brain metastases, would be that patients who had undergone radiosurgery or surgical resection and are planning adjuvant WBRT do not have to have visible disease but do need a pre-surgery MRI or computed tomography (CT) scan demonstrating brain metastases; however, the brain metastases could not have been within 5 mm of either hippocampus
",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR (C15477= YES AND C12439 = YES AND C25326 = NO)) AND (C16169 = NO OR C16169 = YES)
NCI-2015-00052,NCT02799485,A Phase II Study of sEphB4-HSA in Kaposi Sarcoma,Exclusion/INCLUSION,"EXCLUSION
Participants who have had anti-neoplastic treatment for KS (including chemotherapy, radiotherapy, local treatment including topical fluorouracil [5-FU], biological therapy or investigational therapy) within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study OR those who have not recovered from adverse events due to agents administered more than 4 weeks earlier
Participants on any dose of warfarin or are on full dose anticoagulation with other agents including low molecular weight heparin, antithrombin agents, antiplatelet agents and full dose aspirin within 7 days prior to study enrollment; participants on prophylactic doses of low molecular weight heparin are allowed
Previous local therapy of any KS-indicator lesion unless the lesion has clearly progressed since that local treatment; any prior local treatment to indicator lesions regardless of the elapsed time should not be allowed unless there is evidence of clear-cut progression of said lesion
Any steroid treatment except for that required for replacement therapy in adrenal insufficiency, topical or injected testosterone for hypogonadism, or inhaled steroids for the treatment of asthma
INCLUSION
Participants may be treatment naÃ¯ve, refractory to or intolerant of one or more prior therapies, or treated with prior systemic treatment including but not limited to liposomal doxorubicin
",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND (C15187 = NO OR C15187 = YES)) AND (C16124 = YES AND (C49135 = NO OR C49135 = YES))
NCI-2015-00054,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),Inclusion,"Patients must have discontinued steroids >= 1 week prior to registration to Step 0 and remain off steroids thereafter, except as permitted (see below); patients with glioblastoma (GBM) must have been on stable dose of steroids, or be off steroids, for one week prior to registration to treatment (Step 1, 3, 5, 7)
* NOTE: The following steroids are permitted (low dose steroid use is defined as prednisone 10 mg daily or less, or bioequivalent dose of other corticosteroid):
** Temporary steroid use for computed tomography (CT) imaging in setting of contrast allergy
** Low dose steroid use for appetite
** Chronic inhaled steroid use
** Steroid injections for joint disease
** Stable dose of replacement steroid for adrenal insufficiency or low doses for non-malignant disease
** Topical steroid
** Steroids required to manage toxicity related to study treatment, as described in the subprotocols
** Steroids required as pre- or post-chemotherapy medication for acceptable intervening chemotherapy
*** NOTE: Steroids must be completed alongside last dose of chemotherapy
Patients with brain metastases or primary brain tumors must have completed treatment, surgery or radiation therapy >= 4 weeks prior to start of treatment
Any prior therapy, radiotherapy (except palliative radiation therapy of 30 gray [Gy] or less), or major surgery must have been completed >= 4 weeks prior to start of treatment; all adverse events due to prior therapy have resolved to a grade 1 or better (except alopecia and lymphopenia) by start of treatment; palliative radiation therapy must have been completed at least 2 weeks prior to start of treatment; the radiotherapy must not be to a lesion that is included as measurable disease
* NOTE: Prostate cancer patients may continue their luteinizing hormone-releasing hormone (LHRH) agonist
* NOTE: Patients may receive non-protocol treatment after biopsy (if clinically indicated) until they receive notification of results; however, lack of response must be documented prior to registration to Step 1; new non-protocol treatment will NOT be permitted as intervening therapy after registration to Step 0; the decision to stop the intervening non-protocol treatment will be left up to the treating physician if patient has an aMOI; however, patients will need to be off such therapy for at least 4 weeks before receiving any MATCH protocol treatment
* NOTE: For patients entering the study via a designated outside laboratory, no intervening systemic non-protocol treatment is permitted after Step 0 registration; all other eligibility requirements still apply to these patients, including the washouts for prior therapy noted above in this section, the time restrictions outlined, and the eligibility criteria for the intended subprotocol",C16124 = NO OR C16124 = YES
NCI-2015-00121,NCT03047213,"An Open Label, Multicenter, Single Arm Phase II Study to Evaluate the Activity and Tolerability of the Novel mTOR Inhibitor, MLN0128 (TAK-228), in Patients with Locally Advanced or Metastatic Transitional Cell Carcinoma of the Urothelial Tract Whose Tumors Harbor a TSC1 and/or a TSC2 Mutation",Exclusion/INCLUSION,"EXCLUSION
Patients who received radiation therapy within the last 4 weeks; radiation exposure may not exceed 30% of marrow area
Subjects who have initiated treatment with bisphosphonates less than 30 days prior to the first administration of MLN0128 (TAK-228); concurrent bisphosphonate use is only allowed if the bisphosphonate was initiated at least 30 days prior to the first administration of MLN0128 (TAK-228)
Concomitant administration of any proton pump inhibitor (PPI) is not permitted during the study; patients receiving PPI therapy before enrollment must stop using the PPI for 7 days before their first dose of study drugs
Subjects who are on systemic corticosteroids (intravenous (IV) or oral steroids, excluding inhaled, topical or ophthalmic corticosteroids), or anti-epileptic drugs for treated brain metastasis
INCLUSION
Patient must have developed disease progression during or following treatment with at least one platinum- containing regimen (e.g., gemcitabine/cisplatin [GC], methotrexate-vinblastine-doxorubicin-cisplatin [MVAC], carboplatin, gemcitabine [CarboGem]) for inoperable locally advanced or metastatic urothelial carcinoma or disease recurrence, or must be unfit or ineligible for cisplatin-based chemotherapy; there is no restriction on the number of prior lines of chemotherapeutics agents received
* Patients who progressed within 12 months of treatment with a platinum-containing neoadjuvant or adjuvant regimen are considered second-line patients; therefore, these patients may be also eligible
* Patients who are unfit or ineligible for cisplatin-based chemotherapy as defined by any one of the following criteria are eligible for this trial: 
** Eastern Cooperative Oncology Group (ECOG) performance score of 2
** Creatinine clearance < 60 mL/min 
** A hearing loss (measured by audiometry) of 25 dB at two contiguous frequencies 
** Grade >= 2 peripheral neuropathy",(C15477= NO OR C15477= YES) AND (C16171 = NO OR C16171 = YES) 
NCI-2015-00127,NCT02535312,"Phase I Study of TRC102 in Combination with Cisplatin and Pemetrexed in Patients with Advanced Solid Tumors, with Expansion Cohort in Mesothelioma / Phase II Study of TRC102 with Pemetrexed in Patients Refractory to Pemetrexed and Cisplatin or Carboplatin",Exclusion,Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier; patients who have had targeted therapy will be required to wait 2 weeks due to short half-life of the drugs; treatment with bisphosphonates is permitted,C16171 = YES OR C15477= YES
