"","Blank 1","Frequency","Blank 2","Frequency"
"219","malignancy requiring systemic",1,"sclc platinum containing chemotherapy for limited or extensive stage disease                                                                                                                                                                                                              ",1
"220","participants must have received at least one line of prior systemic chemotherapy and must have experienced documented radiographic progression or intolerance on this",1,"with enzalutamide previous chemotherapy and / or other ar targeted approaches is allowed                                                                                                                                                                                                                                                                               ",1
"221","with the exception of intrathecal chemotherapy methotrexate strongly preferred cytarabine is permissible administered at the time of the required diagnostic lumbar puncture to establish baseline cns status patient has not received prior relapse directed",1,"alone patients may have breast reconstruction during protocol participation but definitive breast cancer surgery must be completed at least 21 days prior to registration concomitant biologic therapy hormonal therapy and bisphosphonates are acceptable                                                                                                                                                                                             ",1
"223","patients must not have received any cytotoxic chemotherapy for either the current diagnosis of t all t l ly or for any cancer diagnosis prior to the initiation of protocol",1,"is not included as prior systemic chemotherapy unless treatment occurred within the 6 months prior to study enrollment                                                                                                                                                                                                                                                          ",1
"224","no more than one prior line of chemotherapy for gct other than the 1 cycle of salvage chemotherapy definition of one line of chemotherapy one line of",1,"and must not have had major surgery chemotherapy radiation or biologic therapy within 2 weeks prior to beginning treatment note exceptions to this include events not considered to place the subject at unacceptable risk of participation in the opinion of the principal investigator pi e . g . alopecia                                                                                                                                                                                                                          ",1
"225","patients must have completed neoadjuvant taxane / anthracycline patients must not have received cisplatin or carboplatin or capecitabine as part of their neoadjuvant",1,"has been discontinued                                                                                                                                                                                                                                    ",1
"226","radiotherapy may be given before or after protocol treatment per standard of care guidelines when radiotherapy is planned prior to protocol treatment administration patients may be registered and screened while receiving radiation post mastectomy radiotherapy is required for all patients with the following primary tumor > = 5 cm prior to neoadjuvant chemotherapy clinically or at the time of definitive surgery or involvement of lymph nodes at the time of definitive surgery for patients with primary tumors < 5 cm or without lymph node involvement prior to neoadjuvant chemotherapy and at the time of definitive surgery provision of post mastectomy radiotherapy is at the discretion of the treating physician radiation of regional nodal basins is at the discretion of the treating radiation oncologist note breast radiotherapy whole breast or partial is required for patients who underwent breast conserving",1,"must follow the standard regimen although a dose reduction of up to 10 is permitted this treatment may be neoadjuvant or adjuvant chemotherapy patients must not be receiving or planning to receive concurrent radiation during systemic treatment                                                                                                                                                                                                                                    ",1
"228","patients who have received treatment with any other cytotoxic chemotherapy prior to beginning protocol",1,"or consolidation / maintenance therapy chemotherapy administered in conjunction with primary radiation as a radio sensitizer will be counted as a systemic chemotherapy regimen patients are allowed to receive but not required to receive up to a total of 3 lines of chemotherapy                                                                                                                                                                                                                            ",1
"229","patients who have received prior chemotherapy for any abdominal or pelvic tumor other than for the treatment of ovarian fallopian tube or primary peritoneal cancer within the last three years are excluded patients may have received prior adjuvant chemotherapy and radiotherapy for localized breast cancer provided that it was completed more than 2 years prior to registration and the patient remains free of recurrent or metastatic disease and hormonal",1,"requirements wt gist previously untreated participants are eligible pheo / pgl with germline sdh subunit mutation 131i methyl iodobenzylguanine mibg in patients with mibg avid tumors or cytotoxic chemotherapy cyclophosphamide vincristine and dacarbazine cvd or temozolomide is required prior to enrollment on this trial however patients who have refused cytotoxic chemotherapy or for whom treatment on this protocol prior to receiving cytotoxic chemotherapy is felt to be in the best interest for the patient by the local investigator will also be eligible hlrcc associated renal cell cancer previously untreated participants are eligible                                                                                                                                                                                                 ",1
"230","must have received at least one line of standard systemic treatment for locally advanced or metastatic disease setting of the respective tumor type for nsclc it is either pd 1 / pd l1 inhibitor or platinum containing chemotherapy or an egfr tyrosine kinase inhibitor or an alk inhibitor if sensitizing mutation present tnbc platinum containing chemotherapy pdac fluorouracil 5 fu gemcitabine or taxane containing chemotherapy either with or without radiation",1,"comprising of immunotherapy and / or platinum based chemotherapy a total of 4 cycles or courses and achieved stable disease or a partial response .                                                                                                                                                                                                                                                            ",1
"232","all adjuvant or neoadjuvant chemotherapy radiation and surgery completed at least 21 days prior to registration all triple negative patients must receive chemotherapy of the treating physicianï s choice er / pr patients must receive chemotherapy of the treating physicianï s choice unless oncotype dx or another genomic predictor score indicates that they are at low or intermediate risk of disease recurrence with endocrine",1,"on aall15p1                                                                                                                                                                                                                                                    ",1
"234","patients must have recovered to less than grade 1 or to baseline from toxicity of prior chemotherapy or biologic",1,"directed at their plexiform neurofibromas pn                                                                                                                                                                                                                                                              ",1
"235","patients who have received prior chemotherapy for any abdominal or pelvic tumor within the last three years are excluded patients may have received prior adjuvant chemotherapy and radiotherapy for localized breast cancer provided that it was completed more than 2 years prior to registration the patient remains free of recurrent or metastatic disease and hormonal",1,"for mcrpc a taxane chemotherapy administered for metastatic castration sensitive disease will not count unless patient develops disease progression within 12 months from the last dose chemotherapy                                                                                                                                                                                                                                                         ",1
"236","patients must be planning to receive one of the study allowed regimens as their initial treatment for their current disease myelosuppressive",1,"postmenopausal status is defined as age > = 60 years or age < 60 with any one or more of the conditions below amenorrheic for > = 1 year in the absence of chemotherapy and / or hormonal treatments luteinizing hormone and / or follicle stimulating hormone and / or estradiol levels in the post menopausal range radiation induced oophorectomy with last menses > = 1 year ago chemotherapy induced menopause with > = 1 year interval since last menses surgical sterilization bilateral oophorectomy or hysterectomy                                                                                                                                                                             ",1
"237","patients must have had at least one prior chemotherapeutic regimen for management of endometrial carcinoma initial treatment may include chemotherapy chemotherapy and radiation",1,"within 60 days prior to preregistration to step 0 no more than 300 days may have passed between the first day of induction therapy and preregistration to step 0 for patients who have completed induction therapy restaging evaluation must show status of partial pr or complete response cr post induction patients with evidence of clinical disease progression are not eligible for preregistration up to two regimens of chemotherapy are allowed as long as a continuous response was ongoing throughout therapy overall a partial response needs to have been achieved using studies at the time of diagnosis as the baseline note for example a patient who started treatment with rituximab / bendamustine and was then switched to rituximab r cyclophosphamide doxorubicin hydrochloride vincristine sulfate and prednisone chop due to insufficient response or excessive toxicity would be counted as having received 2 regimens however r chop alternating with r dexamethasone high dose cytarabine and cisplatin dhap as a planned induction regimen would count as one regimen                                                                                                                  ",1
"239","patients must have received first line / induction systemic",1,"within 120 days prior to registration to step 1 and no more than 300 days may have elapsed from the first dose of induction chemotherapy cycle 1 c1 day 1 d1 given until the last day of induction chemotherapy administered for those assigned to arms a c or d the date of transplant ï day 0ï must not be greater than 365 days after the first dose of induction chemotherapy c1d1 given patient must have received at least four 4 cycles of induction therapy up to two regimens of chemotherapy are allowed as long as a continuous response was ongoing throughout therapy note for example a patient who started treatment with rituximab / bendamustine and was then switched to r chop due to insufficient response or excessive toxicity would be counted as having received 2 regimens however r chop alternating with r dhap as a planned induction regimen would count as one regimen                                                                                                                                ",1
"240","with the exception of steroid pretreatment or the administration of intrathecal methotrexate or intrathecal cytarabine receipt of any other prior cytotoxic chemotherapy for either the current diagnosis of b all or any cancer diagnosed prior to the initiation of protocol",1,"which includes vincristine a corticosteroid pegaspargase with or without anthracycline and / or other standard cytotoxic chemotherapy                                                                                                                                                                                                                                                                       ",1
"241","since there is no standard effective chemotherapy for patients with nf1 and cutaneous neurofibromas patients may be treated on this trial without having received prior medical",1,"before or after the chemotherapy a short course of reduced dose chemotherapy concomitant with radiation for radiation sensitization is not considered to be adjuvant chemotherapy positive margins are allowed only if the surgical team of the patient deems further resection impossible                                                                                                                                                                                      ",1
"242","must have received at least two one prior line of",1,"e . g . sorafenib surgery transarterial chemoembolization tace ablation for present disease is acceptable                                                                                                                                                                                                                                                                           ",1
"243","postmenopausal or evidence of non pregnant status for fcbp as confirmed by a negative urine or serum pregnancy test within 7 days prior to the start of",1,"for the study cancer note prior chemotherapy or anti egf therapy for a different cancer is allowable                                                                                                                                                                                                                                                                       ",1
"244","patient may be receiving or have completed induction",1,"for salivary gland malignancy note that prior chemotherapy for a different cancer is allowable                                                                                                                                                                                                                                                                           ",1
"245","patients must have completed induction",1,"for the study cancer note that prior chemotherapy for a different cancer is allowable                                                                                                                                                                                                                                                                       ",1
"246","patient must have previously started induction",1,"note that prior chemotherapy for a different cancer is allowable                                                                                                                                                                                                                                                              ",1
"247","patients must have completed their final breast surgery rendering them free from disease with clear resection margins for invasive cancer and dcis within the following timelines 90 days prior to screening registration for patients not receiving post operative adjuvant chemotherapy or 270 days prior to screening registration for patients who have received post operative adjuvant chemotherapypatients who receive postoperative chemotherapy may receive radiation",1,"or chemotherapy for glioma note patients who have a history of prior low grade glioma with or without a distant history of prior surgery for that glioma but who have never received prior chemotherapy or radiation therapy for the glioma are eligible for the study                                                                                                                                                                                                                                             ",1
"249","prior chemotherapy targeted biological",1,"and a radical cystectomy if necessary by the joint agreement of the participating urologist radiation oncologist and medical oncologist                                                                                                                                                                                                                                                              ",1
"250","prior systemic chemotherapy or anti egf",1,"for hgg or dipg is permitted prior chemotherapy or radiation therapy for treatment of other malignancies is permitted                                                                                                                                                                                                                                                                       ",1
"251","prior systemic chemotherapy or radiation",1,"for nsclc                                                                                                                                                                                                                                                                                    ",1
"252","prior systemic chemotherapy or anti epidermal growth factor egf",1,"is allowed patients must not have received any radiation within 3 weeks prior to the initiation of study treatment patients may not have areas of irradiated marrow exceeding 40 of bone marrow volume                                                                                                                                                                                                                                                           ",1
"253","prior systemic chemotherapy for the study cancer if more than 4 cycles of induction chemotherapy or more than 6 months of targeted",1,"rt any site with concurrent lapatinib defined as 1 or more days on which the patient received both radiation therapy and lapatinib on the same day                                                                                                                                                                                                                                                                  ",1
"254","no previous chemotherapy or radiation",1,"according to standard of care guidelines before randomization omission of radiation therapy is not allowed in this high risk population of patients patients must be registered at least 21 days after completion of radiation therapy and must have recovered = < grade 1 from any of the effects of radiation                                                                                                                                          ",1
"256","history of prior radiation",1,"except for patients with a history of progressive disease patients whose only site s of disease have been radiated are eligible if at least one lesion meets at least one of the criteria listed in sites of disease above a minimum of 12 weeks prior to start of protocol therapy is required following large field radiation therapy i . e . total body irradiation craniospinal whole abdominal total lung > = 50 marrow space a minimum of 6 weeks must have elapsed prior to start of protocol therapy for other substantial bone marrow radiation                                                                                                                                                                              ",1
"257","patient must be considered able to tolerate systemic chemotherapy combined with pelvic radiation",1,"rt treatment must have been completed at least 30 days prior to registration                                                                                                                                                                                                                                            ",1
"259","patients must not have received prior chest radiation",1,"to symptomatic lesions is allowed provided there are no residual toxicity related to radiation and blood counts that meet the study requirements                                                                                                                                                                                                                 ",1
"261","concurrent radiation",1,"within 4 weeks = < 2 weeks for palliative radiation therapy                                                                                                                                                                                                                                                                              ",1
"263","patients must have completed either breast conserving surgery or total mastectomy with negative margins and appropriate axillary staging a negative margin is defined as no evidence of tumor or ductal carcinoma in situ dcis at the line of resection additional operative procedures may be performed to obtain clear margins patients who had breast conserving surgery must have completed whole breast radiation use of regional nodal basin radiation will be at the discretion of the investigator according to institutional guidelines patients with > = 4 positive lymph nodes must have completed breast / chest wall and nodal basin radiation",1,"rt for non target lesions however patients must not have received radiation for a minimum of 4 weeks prior to study entry at the site of any lesion that will be identified as a target lesion to measure tumor response lesions that have been previously radiated cannot be used as target lesions unless there is radiographic evidence of progression at the site following radiation or a biopsy done following radiation shows viable neuroblastoma palliative radiation is allowed to sites that will not be used to measure response during this study                                                                                                                                                                                        ",1
"264","radiation patients must not have received radiation small port for a minimum of two weeks prior to protocol",1,"for the currently diagnosed breast cancer prior to randomization                                                                                                                                                                                                                                                                                   ",1
"265","patients must have a history of stage 0 i ii or iii colon or rectal adenocarcinoma that has been treated per standard care with resection alone or in combination with radiation or chemotherapy adjuvant chemotherapy and radiation",1,"rt for any condition                                                                                                                                                                                                                                                                                     ",1
"266","step i patients must have received no more than one cycle 4 weeks or less of prior chemotherapy and no more than 160 mg of prior dexamethasone or equivalent dose of prednisone for treatment of symptomatic myeloma they should not have been exposed to lenalidomide bortezomib or carfilzomib for treatment of symptomatic myeloma prior radiation",1,"must be completed at least 30 days prior to enrollment and the patient must have recovered from all toxicity                                                                                                                                                                                                                                                                        ",1
"268","no interim time prior to study entry is required following prior radiation",1,"all adverse events associated with prior radiation therapy must have resolved to = < grade 1 prior to registration                                                                                                                                                                                                                                                                     ",1
"269","any radiation",1,"immunotherapy or bone marrow transplant for the treatment of dipg prior dexamethasone and / or surgery are allowed                                                                                                                                                                                                                                                                   ",1
"270","prior breast or thoracic radiation",1,"is initiated                                                                                                                                                                                                                                                          ",1
"271","patients must have prior histologically proven glioblastoma that is progressive or recurrent following radiation",1,"for treatment of endometrial carcinoma prior radiation therapy may have included pelvic radiation therapy extended field pelvic / para aortic radiation therapy and / or intravaginal brachytherapy all radiation therapy must be completed at least 4 weeks prior to the first date of study therapy                                                                                                                                                                                                                                           ",1
"272","no neoadjuvant radiation",1,"xrt small port at least 150 days must have elapsed if prior traumatic brain injury tbi craniospinal xrt or if > = 50 radiation of pelvis at least 42 days must have elapsed if other substantial bone marrow radiation including therapeutic doses of iobenguane mibg                                                                                                                                                                                                                                         ",1
"273","prior local radiation",1,"as defined and determined by the study oncologist besides concomitant tmz with radiation no other therapy neo adjuvant or adjuvant can be given prior to study registration including chemotherapy also including gliadel / carmustine bcnu wafers biologics immunotherapy radiation therapy the only exception is the optune device novottf 100a which may be started any time after end of radiation therapy up through the initiation of cycle 1 intent to use optune must be declared at registration for stratification                                                                                                                                                                                                      ",1
"275","patients must not have received any prior chemotherapy radiation",1,"to be used as a measurable eligibility lesion                                                                                                                                                                                                                                                                       ",1
"276","stratum 1 patients must not have received radiation",1,"and patients must have recovered from all radiation associated toxicities to no greater than grade 1 at the time of registration                                                                                                                                                                                                                                                       ",1
"277","previous steroid treatment and / or radiation treatment is not allowed unless it is for the emergent management of a mediastinal mass emergent steroid treatment and / or radiation treatment should stop once protocol",1,"to painful sites of bony disease or areas of impending fracture as long as sites of measurable or non measurable disease outside the radiation therapy port are available to follow                                                                                                                                                                                                                                ",1
"279","at least 14 days after local palliative radiation",1,"for prostate cancer any psa increase from post radiation therapy nadir or                                                                                                                                                                                                                                                                          ",1
"280","prior treatment must have completed standard radiotherapy and concomitant tmz",1,"or surgery treatment may begin > = 7 days after completion of local treatment patients with small < 2 cm and asymptomatic brain metastases are allowed and may be treated with radiation therapy and / or surgery concurrently with arm a or cycles 1 and 2 of arm b if deemed medically indicated radiation therapy should not be given concurrently with high dose carboplatin or etoposide                                                                                                                                                                                                          ",1
"281","if patients have had a potential index lesion radiated it must have progressed post radiation",1,"for bone metastasis within 2 weeks any other external radiation therapy within 4 weeks before the first dose of study treatment systemic treatment with radionuclides within 6 weeks before the first dose of study treatment subjects with clinically relevant ongoing complications from prior radiation therapy are not eligible                                                                                                                                                                                                                                             ",1
"282","prior radiation is permitted however at least 2 weeks must have elapsed since the completion of prior radiation",1,"to the thoracic cavity or abdomen within 3 months before the first dose of study treatment or has ongoing complications or is without complete recovery and healing from prior radiation therapy to bone or brain metastasis within 3 weeks before the first dose of study treatment to any other site s within 28 days before the first dose of study treatment                                                                                                                                                                                                                            ",1
"283","prior radiotherapy must in general have been completed > = 2 weeks prior to randomization and patients must have recovered from the toxicity of the radiation note patients may receive concurrent radiation",1,"to the brain or whole brain radiation therapy prior single fraction or fractionated radiosurgery is permitted                                                                                                                                                                                                                                                                          ",1
"284","arm ii only for patients status post radiation",1,"within the last 4 weeks radiation exposure may not exceed 30 of marrow area                                                                                                                                                                                                                                                                            ",1
"285","patients must have histologically proven glioblastoma or gliosarcoma which is progressive or recurrent following radiation",1,"documentation of a bone marrow aspirate and biopsy containing < 10 clonal plasma cells prior to start of radiation therapy                                                                                                                                                                                                                                                                 ",1
"286","patients who have received any previous chemotherapy or radiation",1,"is not permitted except palliative limited field radiation therapy if all of the following criteria are met repeat imaging demonstrates no new sites of bone metastases the lesion being considered for palliative radiation is not a target lesion                                                                                                                                                                                                                                       ",1
"287","no large > = 2 cm hemorrhagic or symptomatic brain metastases until local treatment has been administered radiation",1,"is allowed but not required no limit on number of prior therapies no chemotherapy other investigational agents within 28 days of study treatment no other concurrent investigational agents or other meningioma directed therapy chemotherapy radiation while on study for patients treated with external beam radiation interstitial brachytherapy or radiosurgery an interval > = 24 weeks must have elapsed from completion of radiation therapy to registration steroid dosing stable for at least 4 days recovered to common terminology criteria for adverse events ctcae grade 1 or less toxicity from other agents with exception of alopecia and fatigue no craniotomy within 28 days of registration                                                                                                                                                                                   ",1
"290","patients who have received prior chemotherapy or radiation",1,"within 2 weeks prior to the first dose of the study regimen                                                                                                                                                                                                                                                                                ",1
"291","prior external beam radiation",1,"must not have been received within 2 weeks of study entry 4 weeks if prior nitrosourea biologic anti neoplastic agent at least 7 days since the completion of therapy with a biologic agent radiation therapy rt > = 2 weeks for local palliative radiation therapy rt small port > = 6 weeks must have elapsed if prior craniospinal rt or if > = 50 radiation of pelvis > = 6 weeks must have elapsed if other substantial bone marrow bm radiation surgery > = 2 weeks from last major surgery including pulmonary metastasectomy with the exclusion of a central line placement and core needle or small open biopsies                                                                                                                                                         ",1
"292","patients who received radiation",1,"within the last 2 60 months                                                                                                                                                                                                                                                                               ",1
"293","patients must have had their last fraction of craniospinal irradiation > = 3 months prior to enrollment other substantial bone marrow irradiation > = 6 weeks prior to enrollment local palliative radiation",1,"but must have measurable disease outside the radiation port at least 14 days must have elapsed since completion of prior radiation therapy patients must have recovered from all associated toxicities at the time of registration                                                                                                                                                                                                                                                     ",1
"294","inclusion criteria for stratum c patients must have had their last fraction of craniospinal irradiation > = 3 months prior to enrollment other substantial bone marrow irradiation > = 6 weeks prior to enrollment local palliative radiation",1,"rt > = 2 weeks for local palliative rt small port > = 6 months must have elapsed if prior craniospinal rt or if > = 50 radiation of pelvis > = 6 weeks must have elapsed if other substantial bone marrow bm radiation note patients must have received = < than 13 . 6 gray gy prior radiation to the mediastinum                                                                                                                                                                                                                               ",1
"295","for patients pre registering after the completion of radiation",1,"must receive concomitant radiotherapy radiation after mastectomy is to be administered according to pre specified institutional guidelines radiation must be completed at least 21 days prior to registration                                                                                                                                                                                                                                                            ",1
"296","for all patients radiation dose should range from 4500 cgy to 6000 cgy no treatment for this disease following radiation",1,"criteria patients may have had prior radiation therapy as long as it has not affected greater than 25 of the bone marrow and at least one measurable lesion is outside the area of prior radiation at least 7 days must have elapsed since last radiation treatment patients must have recovered from any adverse events from prior radiation therapy to = < ctcae grade 1                                                                                                                                                                                                                           ",1
"297","participants who have received any other investigational agents within the 4 weeks prior to enrollment concurrent radiation",1,"for treatment of endometrial cancer prior radiation therapy may have included pelvic radiation therapy extended field pelvic / para aortic radiation therapy intravaginal brachytherapy and / or palliative radiation therapy all radiation therapy must be completed at least 4 weeks prior to registration                                                                                                                                                                                                                                             ",1
"298","prior treatment prior medical",1,"wash out period requirements participants must be at least 4 weeks from prior surgical procedures and surgical incisions must be healed participants must have had their last fraction of external beam radiation therapy at least 4 weeks prior to enrollment participants with prior radiation therapy must be at least 4 weeks post therapy and have had progression of disease outside the radiation port participants must have had their last dose of cytotoxic chemotherapy at least 28 days prior to enrollment their last dose of biological therapy such as biological response modifiers e . g . cytokines immunomodulatory agents vaccines differentiating agents used to treat their cancer at least 28 days prior to enrollment their last dose of a monoclonal antibody at least 28 days prior to enrollment and their last dose of any investigational agent at least 28 days prior to enrollment participants must have recovered from the acute toxic effects of prior therapy to a grade 1 common terminology criteria for adverse events ctcae v . 4 . 0 level prior to enrollment does not apply to alopecia                                                                                                          ",1
"300","patients must have fully recovered from the acute toxic effects of all prior chemotherapy immunotherapy or radiotherapy prior to entering this study myelosuppressive anti cancer",1,"and the target cutaneous neurofibromas have to be in areas outside of a prior radiation field                                                                                                                                                                                                                                                             ",1
"301","have received surgery chemotherapy and / or radiation",1,"xrt small port > = 6 weeks must have elapsed since treatment with therapeutic doses of m iodobenzylguanidine mibg > = 3 months must have elapsed if prior craniospinal xrt was received if > = 50 of the pelvis was irradiated or if total body irradiation tbi was received > = 6 weeks must have elapsed if other substantial bone marrow irradiation was given subjects should not have any clinically relevant ongoing complications from prior radiation therapy i . e . radiation esophagitis or other inflammation of the viscera                                                                                                                                                                                          ",1
"302","have completed all surgery chemotherapy and / or radiation",1,"chemotherapy or radiation                                                                                                                                                                                                                                                                                 ",1
"304","at least 2 weeks from end of radiation",1,"with curative intent                                                                                                                                                                                                                                                                               ",1
"305","no prior pelvic radiation",1,"chemotherapy radiation while on study                                                                                                                                                                                                                                                                               ",1
"307","all women who undergo breast conserving",1,"for optimal management prior to surgical resection                                                                                                                                                                                                                                                               ",1
"314","> = 2 weeks must have elapsed since local palliative radiation",1,"rt to the affected breast or chest wall and regional nodal areas is clinically indicated as per nccn treatment guidelines should receive rt after randomization when possible and receive mk 3475 pembrolizumab concurrent with rt if randomized to the experimental arm however rt administered or initiated prior to registration is also allowed pembrolizumab may be added to ongoing radiation or started after its completion if randomized to the experimental arm provided there are no > = grade 2 radiation related skin toxicities patients who have not yet started radiation must specify at the time of screening registration whether or not they will receive rt and the extent of intended rt                                                                                                                                                                            ",1
"315","at least 21 days must have elapsed from prior systemic",1,"in the affected breast                                                                                                                                                                                                                                                                                   ",1
"316","disease that is currently not amenable to surgery radiation or combined modality",1,"and temozolomide according to the response assessment in neuro oncology rano criteria with new contrast enhancing lesion outside of radiation field on decreasing stable or increasing doses of corticosteroids increase by > = 25 in the sum of the products of perpendicular diameters between the postradiotherapy scan with the smallest tumor measurement and a scan at least 12 weeks from completion of radiation therapy rt temozolomide tmz on stable or increasing doses of corticosteroids note clinical deterioration not attributable to concurrent medication or comorbid conditions is sufficient to declare progression on current treatment but not for entry onto a clinical trial for recurrence                                                                                                                                                                          ",1
"317","no other planned concurrent investigational agents or other tumor directed",1,"and temozolomide                                                                                                                                                                                                                                                                                  ",1
"318","patients must have a primary tumor that are determined by multidisciplinary team medical oncology orthopedic / surgical oncology and radiation oncology to require radiation",1,"planning and must be 30 days prior to the start of radiation therapy enrolling sites are not mandated although highly encouraged to obtain thin slice < 1 . 5 mm 3 dimensional d axial t2 / flair and t1 pre and post contrast sequences for planning purposes                                                                                                                                                                                                                                    ",1
"319","patients for whom radiation",1,"will be used on this protocol                                                                                                                                                                                                                                                                              ",1
"320","patients with any history of prior radiation",1,"",NA
"321","patients must have histologically confirmed glioblastoma that is progressive or recurrent following radiation",1,"",NA
"322","patients must be in first recurrence of glioblastoma following radiation",1,"",NA
"323","post operative mri imaging with contrast is mandatory obtained for radiation",1,"",NA
"324","planned use of cytotoxic chemotherapy during radiation only adjuvant temozolomide",1,"",NA
