"","Blank 1","Frequency","Blank 2","Frequency"
"120","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use two methods of birth control a medically accepted barrier method of contraceptive method e . g . male or female condom and a second effective method of birth control during protocol therapy and for at least 4 months after the last dose of xl184 abstinence is an acceptable method of birth control                                                                                                                                                                                                                                                                                                                                        ",1
"123","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method both during and for 6 months after participation in this study abstinence is an acceptable method of contraception                                                                                                                                                                                                                                                                                                                                                                      ",1
"124","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method for the duration of study treatment and for one week after the last dose of ensartinib                                                                                                                                                                                                                                                                                                                                                                        ",1
"126","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method for the duration of study treatment and for 6 months after the last dose of vemurafenib                                                                                                                                                                                                                                                                                                                                                                        ",1
"127","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method for the duration of study treatment                                                                                                                                                                                                                                                                                                                                                                                  ",1
"128","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method while receiving study treatment and for 3 months after the last dose of ly3023414                                                                                                                                                                                                                                                                                                                                                                          ",1
"131","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method for the duration of study treatment males with sexual partners who are pregnant or who could become pregnant i . e . women of child bearing potential should use effective methods of contraception for 12 weeks after completing the study to avoid pregnancy and / or potential adverse effects on the developing embryo                                                                                                                                                                                                                                                                                                                                     ",1
"132","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in females who are post menarchal males or females of reproductive potential may not participate unless they have agreed to use an effective contraceptive method                                                                                                                                                                                                                                                                                                                                                                                   ",1
"133","",NA,"or nursing if patients are of reproductive age and have not undergone hysterectomy they must use an effective contraceptive method for the duration of this study                                                                                                                                                                                                                                                                                                                                                                                                    ",1
"134","",NA,"a pregnancy test is required for female patients of childbearing potential lactating females who plan to breastfeed their infants while on study therapy and through 5 months after completion of study therapy sexually active patients of reproductive potential who have not agreed to use an effective contraceptive method for the duration of their study participation and for 5 months after the end of study treatment                                                                                                                                                                                                                                                                                                                                                        ",1
"135","",NA,"and not nursing fcbp must have negative urine or serum pregnancy test within 7 days of registration but before start of treatment a female of childbearing potential is a sexually mature female who has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 12 consecutive months i . e . has had menses at any time in the preceding 12 consecutive months                                                                                                                                                                                                                                                                                                                                                           ",1
"136","",NA,"and not nursing for fcbp only a negative pregnancy test done = < 7 days prior to registration is required a female of childbearing potential is a sexually mature female who has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 12 consecutive months i . e . has had menses at any time in the preceding 12 consecutive months                                                                                                                                                                                                                                                                                                                                                             ",1
"137","",NA,"during study participation all fcbp must agree to either commit to continued abstinence from heterosexual intercourse or to use a reliable birth control method during heterosexual intercourse oral contraceptive pills intrauterine device nexplanon depoprovera or bilateral tubal ligation etc . or another acceptable method as determined by the investigator during the entire period of the trial 5 years or more and must not intend to become pregnant during study participation and for 3 months after treatment is discontinued if the participant is enrolled in the treatment arm female participants if engaging in heterosexual intercourse must be willing to comply with an acceptable birth control regimen as determined by the investigator a female of childbearing potential is a sexually mature woman who 1 has not undergone a hysterectomy or bilateral oophorectomy 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                       ",1
"138","",NA,"and not nursing a female of childbearing potential is a sexually mature female who 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 12 consecutive months i . e . has had menses at any time in the preceding 12 consecutive months                                                                                                                                                                                                                                                                                                                                                                            ",1
"139","",NA,"and not nursing a female of childbearing potential is a sexually mature female who 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 12 consecutive months i . e . has had menses at any time in the preceding 12 consecutive months for fcbp only a negative pregnancy test done = < 5 days prior to registration is required                                                                                                                                                                                                                                                                                                                                                           ",1
"140","",NA,"or breast feeding all fcbp must have a blood test or urine study within 24 hours prior to enrollment to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                 ",1
"141","",NA,"or breast feeding and must not become pregnant or breastfeed during protocol therapy and for at least 3 months after protocol therapy woman of childbearing potential must abstain from sexual activity or be willing to use 2 highly effective forms of contraception throughout protocol therapy and for at least an additional 3 months after the last dose of protocol specified therapy all fcbp must have a blood test or urine study within 2 weeks prior to registration to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                ",1
"143","",NA,"or breast feeding all fcbp must have a blood test or urine study = < 2 weeks prior to randomization a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                           ",1
"144","",NA,"or breast feeding are excluded a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                               ",1
"148","",NA,"or breast feeding . all fcbp must have a blood test or urine study within 7 days prior to fes pet / ct scan and 18f fluorodeoxyglucose fdg pet / ct scan to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                             ",1
"150","",NA,"or breast feeding fcbp must have a blood or urine study within 2 weeks prior to randomization to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                          ",1
"151","",NA,"or breast feeding all fcbp who are uncertain if they could be pregnant or may be pregnant or as per local site standard of practice in women undergoing dbt and mri must have a blood test or urine study within 2 weeks prior to randomization to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                              ",1
"152","",NA,"or breast feeding all fcbp must have a blood test or urine study within 2 weeks prior to registration to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria has not undergone a hysterectomy or bilateral oophorectomy or has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                          ",1
"153","",NA,"or breast feeding all fcbp must have a blood test or urine study within 7 days of registration to rule out pregnancy a female of childbearing potential is any woman regardless of sexual orientation or whether they have undergone tubal ligation who meets the following criteria 1 has not undergone a hysterectomy or bilateral oophorectomy or 2 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time in the preceding 24 consecutive months                                                                                                                                                                                                                                                                                                                                         ",1
"157","",NA,"must have a negative pregnancy test with a sensitivity of at least 25 miu / ml within 10 14 days prior to and again within 24 hours of starting pomalidomide female who is able to become pregnant must either commit to continued abstinence from heterosexual intercourse or begin two acceptable methods of birth control one highly effective and one additional effective method at the same time female who is able to become pregnant must agree to ongoing pregnancy testing men must agree to use a latex condom during sexual contact with female who is able to become pregnant even if they had vasectomy for the duration of study participation and 28 days after completion of pomalidomide administration all patients must be counseled at a minimum of every 28 days about pregnancy precautions and risks of fetal exposure while taking pomalidomide should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study she should inform her treating physician immediately                                                                                                                                                                                                                                                    ",1
"158","",NA,"and not nursing fcbp fcbp defined as a female who 1 has achieved menarche first menstrual cycle at some point or 2 has not undergone a hysterectomy the surgical removal of the uterus or bilateral oophorectomy the surgical removal of both ovaries or 3 has not been naturally postmenopausal for at least 24 consecutive months i . e . has had menses at any time during the preceding 24 consecutive months must have a negative serum or urine pregnancy test with a sensitivity of a least 50 miu / ml within 10 14 days prior to registration and again within 24 hours of starting lenalidomide must either commit to continued abstinence from heterosexual intercourse or begin two acceptable methods of birth control one highly effective method and one additional effective method at the same time at least 28 days before she starts taking lenalidomide must agree to ongoing pregnancy testing men must agree to use a latex condom during sexual contact with a fcbp even if they have had a vasectomy                                                                                                                                                                                                                                                     ",1
"160","",NA,"or breast feeding are not eligible for this study                                                                                                                                                                                                                                                                                                                                                                                                                     ",1
"161","",NA,"or breast feeding women may not be entered on this study pregnancy tests must be obtained in girls who are post menarchal negative serum or urine pregnancy test within 3 days prior to enrollment                                                                                                                                                                                                                                                                                                                                                                                               ",1
"162","",NA,"or breast feeding women may not be entered on this study pregnancy tests must be obtained in girls who are post menarchal                                                                                                                                                                                                                                                                                                                                                                                                           ",1
"163","",NA,"lactating or breast feeding                                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"164","",NA,"women or women who are breast feeding are not eligible for the study                                                                                                                                                                                                                                                                                                                                                                                                                    ",1
"165","",NA,"or breast feeding females lactating females must agree not to breast feed while taking the study drugs                                                                                                                                                                                                                                                                                                                                                                                                                ",1
"166","",NA,"or lactating women or fcbp and men who are sexually active and not willing / able to use medically acceptable forms of contraception                                                                                                                                                                                                                                                                                                                                                                                                          ",1
"167","",NA,"or lactating women or fcbp and male participants who are sexually active and not willing / able to use medically acceptable forms of contraception                                                                                                                                                                                                                                                                                                                                                                                                         ",1
"168","",NA,"or breast feeding women will not be entered on this study pregnancy tests must be obtained in girls who are post menarchal fcbp fcbp receiving nivolumab will be instructed to adhere to contraception for a period of 5 months after the last dose of nivolumab men receiving nivolumab and who are sexually active with fcbp will be instructed to adhere to contraception for a period of 7 months after the last dose of nivolumab                                                                                                                                                                                                                                                                                                                                                       ",1
"169","",NA,"or suspect she is pregnant while participating in this study she should inform the treating physician immediately                                                                                                                                                             ",1
"170","",NA,"or nursing women of child bearing potential fcbp must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry and for the duration of study participation fcbp should use an adequate method to avoid pregnancy for 23 weeks after the last dose of investigational drug fcbp must have a negative serum or urine pregnancy test minimum sensitivity 25 iv / l or equivalent units of hcg hcg within 24 hours prior to the start of nivolumab or nivolumab ipilimumab women must not be breastfeeding women who are not of childbearing potential i . e . who are postmenopausal or surgically sterile do not require contraception fcbp fcbp is defined as any female who has experienced menarche and who has not undergone surgical sterilization hysterectomy and / or bilateral oophorectomy or who is not postmenopausal menopause is defined clinically as 12 month amenorrhea in a woman over 45 in the absence of other biological or physiological causes in addition women under the age of 55 must have a documented serum follicle stimulating hormone fsh level greater than 40 miu / ml if following initiation of the investigational product s it is subsequently discovered that a study subject is pregnant or may have been pregnant at the time of investigational product exposure including during at least 6 half lives after product administration the investigational product will be permanently discontinued in an appropriate manner e . g . dose tapering if necessary for subject safety the investigator must report this event and any outcomes by amendment through cancer therapy evaluation program ctep adverse event reporting system aers protocol required procedures for study discontinuation and follow up must be performed on the subject unless contraindicated by pregnancy e . g . x ray studies other appropriate pregnancy follow up procedures should be considered if indicated in addition the investigator must report and follow up on information regarding the course of the pregnancy including perinatal and neonatal outcome infants should be followed for a minimum of 8 weeks                                                                          ",1
"171","",NA,"or nursing women of child bearing potential fcbp must agree to use adequate contraception hormonal or barrier method of birth control abstinence prior to study entry and for the duration of study participation fcbp must have a screening negative serum or urine pregnancy test within 14 days of registration a second pregnancy test must be done within 24 hours prior to the start of the first cycle of study treatment women must not be breastfeeding women who are not of childbearing potential i . e . who are postmenopausal or surgically sterile do not require contraception fcbp fcbp is defined as any female who has experienced menarche and who has not undergone surgical sterilization hysterectomy and / or bilateral oophorectomy or who is not postmenopausal menopause is defined clinically as 12 month amenorrhea in a woman over 45 in the absence of other biological or physiological causes in addition women under the age of 55 must have a documented serum follicle stimulating hormone fsh level greater than 40miu / ml                                                                                                                                                                                                                                                    ",1
"172","",NA,"women nursing women men or fcbp who are unwilling to employ adequate contraception or contraceptive method during this study and 6 months following the completion of chemotherapy treatments                                                                                                                                                                                                                                                                                                                                                                                                ",1
"173","",NA,"women nursing women men or fcbp who are unwilling to employ adequate contraception for the duration of study participation men and women should continue to use adequate birth control after the last administration of sorafenib and th 302 under the guidance of their treating physician                                                                                                                                                                                                                                                                                                                                                                                ",1
"174","",NA,"women nursing women fcbp who are unwilling to employ adequate contraception as determined by the treating physician                                                                                                                                                                                                                                                                                                                                                                                                            ",1
"176","",NA,"women fcbp who are unwilling to employ adequate contraception non barrier method                                                                                                                                                                                                                                                                                                                                                                                                               ",1
"180","",NA,"and not nursing for fcbp only a negative serum pregnancy test must be obtained within 14 days prior to registration fcbp must use adequate contraception from study start to one month after the last dose of protocol therapy adequate contraception is defined as hormonal birth control intrauterine device double barrier method or total abstinence men must practice complete abstinence or agree to use an adequate contraception method from study start to one month after the last dose of protocol therapy                                                                                                                                                                                                                                                                                                                                                ",1
"181","",NA,"or lactating                                                                                                                                                                                                                                                                                                                                                                                                                        ",1
